Gene_ID	SUPeR-seqpool-split1	SUPeR-seqpool-split2	SUPeR-seqpool-split4	SUPeR-seqpool-split3	SUPeR-seqpool-split6	SUPeR-seqpool-split5	SUPeR-seqpool-split8	SUPeR-seqpool-split7	SUPeR-seqpool-split9	SUPeR-seqpool-split10
ENSG00000109272.3	0	0	0	0	0	0	0	0	0	0
ENSG00000163739.4	0	0	0	0	0	0	0	0	0	0
ENSG00000249920.2	0	0	0	0	0	0	0	0	0	0.274912
ENSG00000250339.2	0	0	0	0	0	0	0	0	0	0
ENSG00000163737.3	0	0	0	0	0	0	0	0	0	0
ENSG00000163736.3	0	0	0	0	0	0	0	0	0	0
ENSG00000163735.6	0.054838	0	0	0	0	0	0	0	0	0
ENSG00000244194.2	0	0	0	0	0	0	0	0	0	0
ENSG00000248848.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163734.4	0	0	0	0	0	0	0	0	0	0
ENSG00000251017.1	0	0.524446	0.29792	0.345875	0	0	0	0.316313	0	0.451525
ENSG00000081041.8	0	0	0	0	0	0	0	0	0	0
ENSG00000265720.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250532.1	0	0	0	0	0	0	0	0	0	0
ENSG00000182585.5	0	0	0	0	0	0	0	0	0	0
ENSG00000124882.3	0	0	0	0	0	0	0	0	0	0
ENSG00000109321.6	0.00824136	0	0	0	0	0	0.00321658	0	0	0
ENSG00000174808.7	0.00319585	0	0.00255754	0	0	0	0	0	0	0
ENSG00000250356.1	0	0	0	0	0	0	0	0	0	0
ENSG00000132466.13	8.41449	8.4849	3.83663	9.33925	1.75093	14.7964	0.814817	1.2077	77.8166	122.01
ENSG00000248641.1	1.72649	0.328591	0	0	4.63886	0	0	0	8.09834	0
ENSG00000260265.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250315.2	0	0	0	0	0	0	0	0	0	0
ENSG00000249942.1	0.00367267	0	0	0	0	0	3.27537E-10	0	0	0
ENSG00000248760.1	0	0	0	0	0	0	0	0	0	0
ENSG00000205595.3	0.00457024	0	0	0	0	0	0.0032226	0	0	0
ENSG00000250560.2	0	0	0	0	0	0	0	0	0	0
ENSG00000174792.6	0	0	0	0	0	0	0	0	0	0
ENSG00000138769.6	0.0683585	0	0.00121151	0.167772	0.000147049	0	0	0	0	0.000265182
ENSG00000169116.7	11.3264	0	0	0	0.0796086	0.16959	20.4727	0	0.170053	0
ENSG00000249717.1	0.0612152	0	0	0	0	0	0	0	0	0
ENSG00000248165.1	0.198193	0	0	0	0	0	0.000117066	0	0	0
ENSG00000251185.1	0.00665413	0.00155332	0.000264032	0.00114548	0.00285785	0.000752987	0.278442	1.23962	0.000171057	0.00259655
ENSG00000251454.1	0	0	0	0.00737701	0	0	0	0	0	0
ENSG00000248646.1	0.00912146	1.0118E-08	9.2037E-09	5.24919E-09	0	3.35741E-09	9.5282E-07	0.000314124	6.10486E-09	6.88458E-09
ENSG00000251383.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250735.1	4.79546E-05	0.00652282	0.00628058	0.0034546	0	0.00218392	0.000922648	0.00581949	0.00400399	0.00451025
ENSG00000222644.1	0	0	0	0	0	0	0	0	0	0
ENSG00000229717.2	0	0	0	0	0	0	0	0	0	0
ENSG00000163738.14	24.6703	147.576	16.8367	19.3796	37.7686	50.548	0.131244	24.2769	10.1175	0
ENSG00000269559.1	1.51096	1.25328E-21	0.00264581	0	1.61984E-63	0	0	0	1.05008	0
ENSG00000156194.13	0.00373947	0	0	0	0	0	0	0	0	0
ENSG00000138768.10	12.7925	64.416	17.9931	87.2713	2.52273	8.55047	9.5004	51.0539	0.00607529	157.423
ENSG00000163743.9	105.772	0.297165	9.28816	174.073	0.350305	120.521	6.446	17.7057	34.2314	108.834
ENSG00000174796.8	0.00145868	17.9897	45.2282	0.867264	0.406958	0.0433036	2.51644	0	0	0
ENSG00000138757.10	27.0063	42.9735	21.8828	15.2767	5.72733	12.3157	85.2227	52.3055	4.74009	36.2834
ENSG00000201644.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138760.4	39.2352	3.38429	4.53401	6.73578	18.2826	9.76483	18.4714	15.677	2.60001	48.7398
ENSG00000189157.9	0.00267586	0	0	0	0	0	0.000891306	0	0	0
ENSG00000272414.1	0.0124919	0	3.1199	0	0.0470901	0	0.0508871	0	0	0
ENSG00000118804.7	0.00046383	0	5.02342E-08	0	3.13581E-08	0	8.36452E-10	0	0	0
ENSG00000163749.13	0.0102325	5.53066E-11	0.00353755	0.00553269	0.00500943	0.00385299	0.0109208	0.00249612	0.00160444	0.00180867
ENSG00000212368.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249858.2	0	1.71599	1.28356	0.182103	0.398623	3.74137	3.18986	3.92069	2.5938	2.20404
ENSG00000240426.1	0	0	0	0	0	0	0	0	0	0
ENSG00000199857.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264124.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138744.10	0	0	0	0	0	0	0	0.00445927	0	0
ENSG00000198301.7	63.3239	18.6411	80.6426	37.0351	10.7475	0.983959	4.54058	0.00270128	31.8308	79.8116
ENSG00000138755.5	0	0	0	0	0	0	0	0	0	0
ENSG00000268788.1	0	0	0	1.95878E-229	0	0	0	0	4.23545E-253	0
ENSG00000245928.2	0	0	0	0	0	0	0	0	0	0
ENSG00000270244.1	0	0	0	0	0	0	0	0	0	0
ENSG00000242727.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186212.2	0	0	0	0	0	0	0	0	0	0
ENSG00000156219.12	0.00156631	0	0	2.31747E-10	0	0	0	0	0	0
ENSG00000265931.1	0	0	0	0	0	0	0	0	0	0
ENSG00000169245.4	0	0	0	0	0	0	0	0	0	0
ENSG00000169248.8	0	0	0	0.0199163	0	0	0	0	0	0
ENSG00000225846.4	0	0	0	0	0	0	0	0	0	0
ENSG00000214062.5	0	0	0	0	0	0	0	0	0	0
ENSG00000271676.1	0	0	0	0	0.223461	0	0	0	0	0
ENSG00000201641.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138750.10	123.127	169.824	98.5551	302.459	155.786	18.654	78.7606	187.032	1.72772	41.2493
ENSG00000118816.5	88.3949	177.757	53.4526	57.6979	39.3047	45.4505	124.367	120.423	29.4804	155.016
ENSG00000156234.7	0.00986064	0.013722	0.0318163	0.0164298	0.00378495	0.0155904	0.025403	0.0168307	0.00952312	0.0156003
ENSG00000221711.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138767.8	0.0104873	1.68213	2.05277	2.30288	18.188	8.53783	0	3.27343	17.6767	0.227734
ENSG00000248926.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248956.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248640.1	0	0	0	0	0	0	0.0219274	0	0	0
ENSG00000169288.13	30.562	142.822	21.9432	19.0375	75.0267	18.3519	111.878	59.2484	17.6491	61.8695
ENSG00000250214.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248128.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249072.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138772.8	0	0	0.00216537	0	45.5541	0.00235752	0.11772	11.2072	60.22	0
ENSG00000200998.1	0	0	0	0	0	0	0	0	0	0
ENSG00000238816.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138771.10	0.0147849	0	0	0.000428608	3.14477	0	0.0517497	3.77852	0.000993762	2.33117
ENSG00000263445.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265314.1	0	0	0	0	0	0	0	0	0	0
ENSG00000231335.1	0	0	0	0	0	0	0	0	0	0
ENSG00000221118.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249278.1	0	0	0	0	0	0	0	0	0	0
ENSG00000207307.1	0	0	0	0	0	0	0	0	0	0
ENSG00000233860.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224218.1	1.29272E-06	0	0	0	2.83535E-09	0	3.07509E-09	0.00415312	0	9.86302E-09
ENSG00000138758.7	61.278	5.15754	35.3469	41.8672	38.725	97.4467	67.3658	90.7021	120.047	59.6455
ENSG00000234036.3	95.375	115.062	121.513	194.33	90.1536	87.721	158.577	180.927	116.157	99.161
ENSG00000239793.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260278.1	0	0	0	0	0	2.58	0	0	0	0
ENSG00000251442.1	0.00434385	0	0	0	0	0	0	0	0	0
ENSG00000251019.1	0	0	0	0	0	0	0	0	0	0
ENSG00000196475.4	0.0978615	0	0	0	0	0	0	0	0	0
ENSG00000250334.1	0.0142109	0.00583854	0.00214798	0.00978705	0.00233131	0.00408812	0.0144087	0.00026736	0	0.00367846
ENSG00000249646.2	0	0	0	0	0	0	0	0	0	0
ENSG00000138764.9	42.2185	0.211627	13.0556	14.0949	0.445043	3.9976E-09	0.453038	7.74944	59.4754	0
ENSG00000270669.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250006.2	0	0	0	0	0	0	0	0	0	0
ENSG00000248831.2	0	0	0	0	0	0	0	0	0	0
ENSG00000249036.1	0.00351006	0.000229357	0.000159533	0	0.0011749	0.000106896	1.51318E-40	0	0	0.00195565
ENSG00000251399.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248408.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251321.1	0.00634419	0	0	0	0	0	0.0012375	0	0	0
ENSG00000212620.1	0	0	0	0	0	0	0	0	0	0
ENSG00000244002.1	0	0	0	0.234414	0	0	0	0	0	0
ENSG00000138756.13	0.00832728	0	0	0	25.753	3.88378	5.05089	23.1614	5.57361	2.10449
ENSG00000266270.1	0	0	0	0	0	0	0	0	0	0
ENSG00000242175.2	0	0	0	0	0	0	0	0	0	0
ENSG00000163291.10	19.0385	58.9196	0.00244042	41.8094	24.2788	30.8048	65.0309	43.5871	19.3749	2.86279
ENSG00000248719.1	0	0	0	0	0	0	0	0	0	0
ENSG00000152784.11	0.0157149	0	0	0	0	0	0	0	0	0
ENSG00000152785.6	0.00603191	0	0	0	0	0	0	0	0	0
ENSG00000163297.12	0.0104074	0.00211922	6.45265	0.00556664	0.00218645	0.00378451	18.3296	0.00668568	0.00213241	0.00131141
ENSG00000236530.2	0	0.251819	0.187484	0.105302	0.357207	0.0976638	0.322118	0.09371	0	0.143491
ENSG00000138759.13	0.0414269	0.0252453	0.0681843	0.0373992	0.0371995	0.0407541	0.0626248	0.0294957	0.031444	0.0637332
ENSG00000221183.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248117.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249565.2	59.1147	43.0436	55.5647	27.206	57.4202	62.9196	66.0002	32.4416	63.2525	68.0488
ENSG00000249307.1	0.00709488	9.68708E-05	5.39263E-05	0.00174635	0.000113469	0	0.000497923	0.00108639	2.76874E-09	0.000205916
ENSG00000156269.4	0.00657468	0.0012706	0.000305078	3.81788E-09	9.37674E-05	0	0.000834069	1.59953E-07	0.00172671	0.00239172
ENSG00000207065.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250826.2	0	0	0	0	0	0	0	0	0	0
ENSG00000202485.1	0	0	0	0	0	0	0	0	0	0
ENSG00000234568.3	0	0	0	0	0	0	0	0	0	0
ENSG00000273156.1	0	0.540579	0	0	12.6796	0	0	0	0	0
ENSG00000138669.5	0.0067883	0	0.00110801	0.000131355	0.000855946	0.000457045	0.000630159	0	0	0
ENSG00000251059.1	1.5819E-06	0	3.14551E-08	0	0	0	0.000109957	0	0	0
ENSG00000202440.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250325.1	0	0.358806	0	0	0	0	0	0	0	0
ENSG00000138675.12	0.00454721	0	0.0254994	0	0	0	7.39128E-05	0	0	0
ENSG00000197826.7	0.00570144	0.000846314	0.000679497	9.5735E-05	0.000217586	0.000104531	0.00068129	0.000149363	0.000468539	0.000101135
ENSG00000232327.4	0	0	0	0	0	0	0	0	0	0
ENSG00000145293.10	101.809	65.0408	82.4639	85.1501	54.2178	0.663103	97.6895	0.829066	0.119441	69.5217
ENSG00000249242.3	13.1561	4.82144E-61	1.3108E-63	0.00190904	11.3031	4.67223E-63	0.01031	6.46324E-60	16.8387	2.62421E-61
ENSG00000214988.4	0	0	0	0	0	0	0	0	0	0
ENSG00000227304.3	3.30093	2.52342	2.83927	3.67936	1.18829	2.67149	4.0462	1.83915	0.848206	3.3642
ENSG00000249960.2	0	0	0	0	0	0	0	0	0	0
ENSG00000248113.2	0.154828	0	5.74969	0	0	0.199629	0.212499	0	0	0.571944
ENSG00000231782.2	0.0196457	0	0	0	0	0	0	0	0	0
ENSG00000152795.13	219.081	478.626	352.764	323.958	222.631	552.146	556.161	431.234	538.833	461.819
ENSG00000138670.12	0.026205	2.75168E-08	1.35638E-08	1.76978E-08	0	7.46837E-05	0.000204398	5.5238E-05	2.1699E-08	0.000217644
ENSG00000251331.2	0.00122334	0.00129951	0.000639907	5.66987E-05	0	0	4.02384E-05	5.07072E-08	0.00052239	0.000224845
ENSG00000248282.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248448.2	0	0	0	0	0	0	0	0	0	0
ENSG00000248543.2	0	0	0	0	0	0	0	0	0	0
ENSG00000252762.1	0	0	0	0	0	0	0	0	0	0
ENSG00000145287.6	0.00339394	0	0	1.21577	0	0	0	13.7458	0	0
ENSG00000138668.14	228.012	317.412	172.548	200.353	287.457	285.992	482.09	376.554	204.683	320.518
ENSG00000272677.1	16.1649	0	0	0	0.289516	6.11845	12.1792	0	0	0
ENSG00000145284.7	0.00845231	5.3521	0.400244	14.6288	31.6546	34.2723	0.303925	5.71089	2.41843	0
ENSG00000207746.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270480.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270842.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250057.1	3.69258	0	0	0	0	0.827529	0	0	0	0
ENSG00000250677.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248401.2	0	0	0	0	0	0	0	0	0	0
ENSG00000173085.9	0.128606	1.50646	0.242118	51.789	22.5081	5.98252	99.0406	8.59383	26.2729	54.7472
ENSG00000138663.4	45.3039	139.982	38.6505	85.761	0.00262495	15.3323	60.4624	16.9252	109.496	86.8631
ENSG00000251647.2	0	0	0	0	0	0	0	0	0	0
ENSG00000173083.10	0.00748105	0	0	0	15.3724	0	0	0	0.237128	0
ENSG00000163312.6	0.00657892	31.704	0	0	0	16.5567	0	4.47866	0	4.12438
ENSG00000201633.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138678.6	0.00227752	0	0	0	0	0	0	26.5246	0	0
ENSG00000248749.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249171.1	0.00756088	0	0	0	0	0	0	0	0	0
ENSG00000163623.5	5.6141	1.40413	0	0	0	0	0.0636511	0	0.0885467	2.79951
ENSG00000258013.2	0	0	0	0	0	0	0	0	0	0
ENSG00000163624.5	0.00466216	0.00335204	0	11.3271	1.86697	0	0	0	9.25971	1.7093
ENSG00000201901.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248725.3	0	0	0	0	0	0	0	0	0	0
ENSG00000163319.6	23.4599	41.3721	59.6455	16.658	69.614	34.8933	87.5957	75.4834	8.85297	50.3717
ENSG00000213608.5	0	0	0	0	0	0	0	0	0	0
ENSG00000239525.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163322.9	0.00510983	1.17869E-43	3.04372	2.44101	7.32448E-53	2.05552	0.313353	1.24886E-10	0	4.9773E-50
ENSG00000261496.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250546.1	0.00794223	0.00104574	0.00275505	0.00126963	0.000532534	0.000782316	0.00013801	0.00280183	0.000705725	0.000539656
ENSG00000200108.1	0	0	0	0	0	0	0	0	0	0
ENSG00000214980.4	0	0	0	0	0	0	0	0	0	0
ENSG00000138639.13	0.00616135	0.000950215	0.000172675	0.000141393	0.00077431	0.000319073	0.000299533	0.000472302	0.000278657	0
ENSG00000266421.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265774.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273389.1	0	0	0	0	0	0	0	0	0	0
ENSG00000145283.7	0	0	0	0	0	0	0.00242443	0	0	0
ENSG00000243312.3	0	0	0	0	0	0	0	0	0	0
ENSG00000163625.11	5.07083	0.000769836	8.94788	0	62.9115	0	0.32098	0.019206	0.104208	0.468984
ENSG00000239466.2	0	0	0	0	0	0	0	0	0	0
ENSG00000252062.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251260.1	0	0	1.25715	0	0.0148721	0	0	0	0	0
ENSG00000180769.4	0.0106687	0	0	0.00333995	0	0	0	0	5.75287	0
ENSG00000109339.14	0.0410291	0.0590831	9.73672	0.00095615	0.000552226	0.00115957	1.8572E-05	0.000386411	0.00170132	0
ENSG00000252757.1	0	0	0	0	0	0	0	0	0	0
ENSG00000266515.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250062.1	0.00180899	0	0.0168587	1.65485E-08	4.38388E-06	0.000671044	0.000481766	0.00345964	8.73365E-09	0
ENSG00000250572.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163633.6	0.00566535	0	0	0	0	0	0.00105426	0	0.0353117	0
ENSG00000251411.1	1.64137	1.97436	0	0.345527	0	0.156933	1.04058	0.156855	0.361872	0.676636
ENSG00000235043.2	143.611	154.938	79.8187	121.695	406.72	114.141	94.9064	229.618	21.1216	111.488
ENSG00000250202.2	0	0	11.6072	0	0	11.8783	4.59114	0	14.4443	7.29406
ENSG00000172493.16	0.140412	1.71703	0.0173086	2.0458	6.32615	1.10001	0.0174101	0.788667	0.0344764	0.0428423
ENSG00000263981.1	0	0	0	0	0	0	0	0	0	0
ENSG00000145332.9	17.0298	5.7379	0.0334533	28.7677	4.07355E-12	3.59719	0.000782212	0.109235	10.3072	4.51362E-12
ENSG00000248196.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248180.1	4.49459	5.66506	3.87181	6.54435	4.66687	2.91758	8.33032	4.68015	5.58467	5.29102
ENSG00000249262.2	0	0	0	0	0	0	0	0	0	0
ENSG00000138674.12	14.1768	17.9781	26.2821	23.3826	0.163004	13.1019	36.0816	69.2336	87.9395	24.471
ENSG00000251022.2	58.048	17.4012	1.04928	11.0465	134.276	18.0472	13.8017	80.3789	13.3914	27.8218
ENSG00000189308.6	23.5827	0.0594444	0.0742239	11.8537	0.00105118	0.0358901	11.0618	0	0	16.6966
ENSG00000199530.1	0	0	0	0	0	0	0	0	0	0
ENSG00000168152.8	0.0166762	22.0585	0	0	0	0	17.8154	14.8195	0	0
ENSG00000252834.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251874.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251716.1	0	0	0	0	0	0	0	0	0	0
ENSG00000272856.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163629.8	23.3748	31.9521	28.2436	26.0678	10.0114	10.5802	43.8821	27.5265	9.7864	2.41381
ENSG00000200024.1	0	0	0	0	0	0	0	0	0	0
ENSG00000152583.8	0.00828679	0	0	0	0	0	0	0	0	0
ENSG00000238652.1	0	0	0	0	0	0	0	0	0	0
ENSG00000170502.8	19.3298	15.5784	45.6889	0.506387	0.443357	16.4427	0.0426226	33.9771	0	0
ENSG00000249973.2	0	0	0	0	0	0	0	0	0	0
ENSG00000029559.5	0	0	0	0	0	0	0	0	0	0
ENSG00000183199.6	2.63196	2.06998	2.08283	9.17399	6.25349	0.99616	2.34865	5.70583	8.36951	1.31395
ENSG00000152595.12	0	0	0	0	0	0	0	0.00534372	0	0
ENSG00000118785.9	0	0	0	0	0	0	0	0	0	0
ENSG00000202000.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249001.1	0.00351484	0.00183754	0	0.0018001	0.000543063	0.000835149	0.000820425	0.00039988	0	0
ENSG00000152591.8	0	0	0	0	0	0	0	0	0	0
ENSG00000152592.9	0.0625373	0	0	0	0	0	0	0	0	0
ENSG00000163644.10	0.00590122	0	2.91663	0	71.655	0	9.75785	1.27441	0	0.0429748
ENSG00000200469.1	0	0	0	0	0	0	0	0	0	0
ENSG00000170509.7	0	32.114	0	0	0	0	0.00328241	0	0	0
ENSG00000255723.1	1.29331E-284	1.38174E-274	0	0	1.10266E-114	6.94191E-221	2.26303E-186	0.0205766	0	1.20316E-85
ENSG00000198189.6	70.3417	60.2781	28.3595	136.675	64.0087	48.483	23.0382	6.32177	118.836	6.31887
ENSG00000240966.2	0	0	0	0	0	0	0	0	0	0
ENSG00000246375.2	0.0171708	0	0	0	0.00233498	0	0.000103058	0	0	0
ENSG00000207480.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138642.10	0.0779085	2.06577	0	0	0	0	0	0	0	0.379492
ENSG00000118777.6	0.00939683	15.5113	0.0315709	0	0.000109534	0.00108085	8.55318E-05	0.00018562	20.4807	0
ENSG00000221440.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251285.2	0	0	0	0	0	0	0	0	0	0
ENSG00000241853.1	0	0	0	0	0	0	0	0	0	0
ENSG00000201707.1	0	0	0	0	0	0	0	0	0	0
ENSG00000199326.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249934.2	0	0	0	0	0	0	0	0	0	0
ENSG00000118762.3	34.4624	22.8647	0.0264441	7.25561	0.0672472	0.0286631	1.33974	37.9211	20.2523	1.37638
ENSG00000271359.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270720.1	0	0	0	0	0	0	0	0	0	0
ENSG00000180346.2	0.0862706	0	13.6661	0	5.27042	0	70.1348	0	0.563334	0
ENSG00000212226.1	0	0	0	0	0	0	0	0	0	0
ENSG00000185477.4	0.00444891	0	0.617431	0	0	0.0229416	8.53231	0	7.09893	0.760344
ENSG00000138646.4	51.453	3.99901	4.28869	0.136967	0	0	0.0694132	11.8851	46.5396	0
ENSG00000221079.2	0	0	0	0	0	0	0	0	0	0
ENSG00000138722.5	0.0672116	0	0	0	0	0	0	0	0	0
ENSG00000249891.2	0	0	0	0	0	0	0	0	0	0
ENSG00000249052.1	0	0	0	0	0	0	0	0	0.0121893	0
ENSG00000256889.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248817.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249152.1	0.0590539	0.00404381	0	0	0	0.00244635	0.00425347	0	0	0
ENSG00000248511.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248019.2	0.0158213	0.466394	3.64012E-46	0	9.63237E-32	1.42342E-67	0	8.32129E-127	0	0
ENSG00000138640.10	19.662	0.1164	4.98786	3.22596E-05	0.0229428	4.43907	0.0316189	34.5833	0	0
ENSG00000252342.1	0	0	0	0	0	0	0	0	0	0
ENSG00000172238.3	0	0	0	0	0	0	0	0	0	0
ENSG00000251095.2	0.00635493	0.0013067	0	6.56539E-05	0.000617794	0.0007911	0.000295119	0	0.00098938	6.82957E-129
ENSG00000247775.2	0.0660628	0	0	0	0	0	0	0	0	1.15642E-127
ENSG00000145335.11	0.00417955	34.3051	0	55.7873	110.601	0	0	0	1.05026	61.5622
ENSG00000246541.2	0.00177371	0.0280562	0	0	0	0	0	0	0	0
ENSG00000250897.2	0	0	0	0	0	0	0	0	0	0
ENSG00000163106.6	0.00720131	0	0	0	0.00027202	0	0.00456532	0	0	0
ENSG00000241103.1	0	0	0	0	0	0	0	0	0	0
ENSG00000203436.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163104.13	19.0381	1.3088	0	9.55235	2.39954	0	24.9528	0.632772	0.140882	10.5166
ENSG00000249951.1	0.00586287	0	0	0	0	0	0	0	0	0
ENSG00000249599.1	0	0	0	0	0	0	0	0	0	0
ENSG00000152208.7	0.00672279	0.0012488	0.000266845	0.00052172	0.000387965	0.000417504	0.000475014	0.000710799	7.05636E-05	0.000530685
ENSG00000251449.2	0	0	0	0	0	0	0	0	0	0
ENSG00000248750.2	0	0	0	0	0	0	0	0	0	0
ENSG00000249239.2	0	0	0	0	0	0	0	0	0	0
ENSG00000248627.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250908.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138696.6	0.0296785	0.00906129	7.7093E-05	0.00141267	0.000698938	0.041528	0.000539995	0.00181917	0	0.000486423
ENSG00000242936.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163114.4	0	0	0	0	0	0	0	0	0	0
ENSG00000200622.1	0	0	0	0	0	0	0	0	0	0
ENSG00000201744.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250655.1	0	0	0	0	0	0	0	0	0	0
ENSG00000145337.4	52.4395	151.401	92.0387	186.151	26.9254	46.2354	12.8209	27.6061	28.9591	161.004
ENSG00000255072.1	6.70168E-41	5.73938	46.4934	2.77952E-28	6.58859	23.1166	77.8904	1.45011E-47	6.5674E-60	2.46968E-15
ENSG00000252322.1	0	0	0	0	0	0	0	0	0	0
ENSG00000207524.1	0	0	0	0	0	0	0	0	0	0
ENSG00000177432.6	0	0	0	0	0	0	0	0	0	0
ENSG00000138641.11	23.9342	19.7781	16.1	59.5476	7.49598	5.60092	37.5613	37.2267	30.4938	87.747
ENSG00000249755.2	0	0	0	0	0	0	0	0	0	0
ENSG00000236764.4	0	0	0	0	0	0	0	0	0	0
ENSG00000253170.1	0	0	0	0	0	0	0	0	0	0
ENSG00000182168.10	0.0873699	0.0886169	0.000237437	6.62866	0.000419075	0.00272569	0.0128673	13.4668	0.000223659	0.00143573
ENSG00000271474.1	0	0	0	0	0	0	0	0	0	0
ENSG00000200658.1	0	0	0	0	0	0	0	0	0	0
ENSG00000248510.2	0.00713274	0.000814054	0.0159588	0.0086229	7.30381E-05	0.0675293	0.0463138	0.00239076	0.000521869	4.79121E-05
ENSG00000201640.1	0	0	0	0	0	0	0	0	0	0
ENSG00000214559.3	0	0	0	0	0	0	0	0	0.0178195	2.54995
ENSG00000138698.10	38.9676	0.00099192	31.3767	0.00150053	0.339712	9.29801	22.2951	31.0746	18.1532	34.5822
ENSG00000242318.1	0	0	0	0	0	0	0	0	0	0
ENSG00000168785.3	6.96118	0.0597683	0.0111147	12.6457	0.00941018	22.2806	0.394517	5.37226	0.0576003	6.88988
ENSG00000251523.1	0	0	0	0	0	0	0	0	0	0
ENSG00000249764.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260641.1	0.0293802	0	0	0	0	0	0	0	0	0
ENSG00000227118.3	0	0	0	0	0	0	0	0	0	0
ENSG00000163110.10	25.6008	44.1655	13.0904	0.0269768	63.1049	9.13249	17.9671	0.604258	28.5349	0
ENSG00000272777.1	0	0	12.9422	0	0	0	0	0	12.6579	0
ENSG00000197894.6	46.5726	66.3015	13.6066	19.0406	34.6289	2.3875	11.9259	114.672	47.1885	29.3486
ENSG00000164024.7	52.3187	0.101052	10.2165	12.2658	13.5987	22.7313	4.99921	10.1606	56.8282	0.403
ENSG00000265213.1	0	0	0	0	0	0	0	0	0	0
ENSG00000250496.2	0	0	0	0	0	0	0	0	0	0
ENSG00000151247.8	2.16069	60.4063	42.4537	26.9416	27.6845	0.324667	0.865221	32.3568	2.7584	9.81963
ENSG00000249055.1	0	0	0	0	0	0	0	0	0	0
ENSG00000238449.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252548.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251437.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263923.1	0.0078455	0	0	0	0	0.000514181	9.40616E-05	0	0	0.317385
ENSG00000214886.4	0	0	0	0	0	0	0	0	0	0
ENSG00000196616.8	0	0	0	0	0	0	0	0	0	0
ENSG00000248144.1	0.0097454	0	0	0	0	0	0	0	0	0
ENSG00000163116.5	0.00612827	2.16542E-05	0.000322528	0.000153938	3.12705E-05	0.000386633	0.000191575	0.000279044	0.000283507	0.00051335
